episode,title,summary,song_recommendation
EP175,好想吃烏魚子,"婦仇者聯盟 臉書社團
錄廚佛的節目 投資開槓桿 跟煮菜開大火 一樣  大火是大廚用的 小廚用小火(後在EP406證實何a是對的)
火鳳燎原 展覽 跟爭議人物 反正我很閒 合照 
誠何在 必修 大一國文 發生了 放屁不承認事件 還有筍子荀子事件
名不見經傳  何派解釋：以為是有名的意思（何派解釋：有名到不需要用經傳記載）
經傳就是現代的維基百科
祖父悖論
烏魚子是生的還是熟的
何ㄟ是跟阿英學怎麼煎烏魚子
何家年菜 鮑魚片沒解凍 
何會亂彈鼻屎 女友說牆邊有很多小蟲 結果是亂彈的鼻屎
何媽烏魚子 沒切 變成一整塊水煮的烏魚子
電影 門徒 魚子醬
今年年菜是何ㄟ要煮
影集 和平使者",
EP176, 到底多冷才可以不用洗澡?,"先洗哪裡就代表對哪裡越重視
用陰毛當沐浴球
跟何爸一起看與神同行  跟家人一起看與神同行 親情系列 很尷尬
與神同行小故事EP 76講過了 - 故事到了盡頭
netflix 超硬派美食大搜查
喜劇電影的傳說 聖杯傳奇
蕭敬騰 上春晚叫大家回家看看",回家——順子
EP177,依然新年快樂,"過年前資遣 年後不用來上班 是很缺德的一句話  年放不夠嗎 多放幾天
小週末  週二宜分手
新北耶誕城 什麼時候就開始的
現在何ㄟ回家 會何媽被叫恩人回來了
不知道叫親家叫什麼 就不下樓打招呼
家倫高中同學戒菸原因 因為不知道菸的中文怎麼講
雖然想看何ㄟ脫下來肚兜  但怕之後把它當成表演一直叫他脫
過年何媽飯煮超爛 超濕 主因是凌晨都要陪何爸起床尿尿
何ㄟ的判斷何爸有活下來的標準 之ㄧ 何爸真的很想要iphone、不準丟掉他的喇叭 
初三爆氣 何爸想要電腦桌 立刻就要  直接痛飆房間那麼亂 尿壺亂放
幾歲了為什麼尿尿要別人陪 房間不清何弟跟著罵
發現五組有市場美學冬季的床照  但都不換
何媽穿很怪 連土城都讓人側目

為了想丟銅管切割器 斷捨離的方式  我需要他的時候 他在哪裡 真的要為了這個被飆嗎 「你跟他有這麼好嗎」 他是你的好朋友嗎 你怎麼沒有介紹給我認識
像海賊王Big mom賦予物品靈魂 （你跟那麼茶壺很好嗎 美女與野獸）
誠爸曾經有 被東西絆倒 把東西丟掉   
倫爸 東西不要亂丟 他比你還大
何爸 目前是個被長照模式 連遙控器都懶得用 
阿英打視訊電話 但都不知道怎麼開鏡頭
把長輩iphone設定成兒童模式 

50:27 完整看完臥虎藏龍 才發現「 生命到了盡頭 」 何ㄟ大學超常說這句話
某個來賓的老公 也是國片黑特 看到有人說國片最近拍很好 回 李安最近沒拍新片
家倫很愛學 咕嚕 what did you say

----
臥虎藏龍",
EP178,一張不賣，奇蹟自來,"浴巾業配
全聯漫威公仔 太醜而紅
台灣玩具公益團體 - 台灣玩具圖書館 塑膠玩具不回收 就跟舊衣回收箱丟內褲一樣 內褲型玩具
店家 贈品
小故事 觀眾買到一本書 hello kitty學刷牙
舊式電話卡 立可白
台北捷運卡片門票 幾米 土城桐花卡
脫線戰鬥雞  土雞城 
何妹電話卡卡套  
IP角色 開始遊台灣 就是最後一波了
哆拉A夢 小叮噹磁鐵 
何ㄟ最成功的投資就是跟逞誠的友誼 
儲值土城價值
何A透過轉賣愛迪達外套經商發跡的小故事
愛迪達外套賣給在德秘魯人及其女友 何A順便國民外交
賣完後ebay帳號被盜導致血本無歸
愛迪達城市外套
神隱少女  豬爸爸",
EP179,SEVEN,"七宗罪 火線追緝令
大暮維人 化物語 駿河猿猴 26話 愚蠢不是一種罪 是懲罰
何爸溪邊烤肉故事 上游尿尿 下游烤肉
烤肉比食材 何ㄟ想拿一袋雞翅回家 逞誠貪婪海霸王拿蛋
拿前面客人火鍋吃剩的海鮮船
高中去打工 同學會把收回的芒果冰沙湊成一杯
 
逞誠最近愛霸道總裁遊戲  騷擾老婆
誠爸指派事情 只會給目的清楚 不會給方法

傲慢的往事 逞誠以為自己是天才 自我膨脹 以為自己很行 加薪要加的比別人快 看不起別人  眼界淺薄
奴隸就是傲慢 美國笑話 老師發問美國賣最好的商品是黑人
若有一萬元在地上會不會撿 下雨天 撿到錢包 看國籍要不要還
不要做怕人講的事 不愧屋漏
貪哥 何ㄟ 慾望（延伸閱讀EP152）
注意保暖 不要掀開別人的棉被  有訂何爸iPhone 了
真的很卑鄙  姓葉沒錯
戀上換裝娃娃 片尾曲",
EP180,買機車怎麼沒送大鎖,"用廣播劇方式來業配樂天國際銀行
看阿拉伯的勞倫斯 因為4K修復版 還四小時 
土城桐花卡 真的有人在賣 聽眾有出價但何ㄟ認為太低了
何ㄟ可以開一個台 轉譯股癌的內容 天秤翻譯組
戰術 戰略 差異
烏克蘭俄羅斯戰爭 機車不用鎖 大鎖理論 國家不用國防 國防大鎖理論
失敗主義者
CS戰隊 有俄羅斯 烏克蘭人 
遊戲  這是我的戰爭
朱誠推薦 阿春仔他阿嬤 陳昇的歌
不要再說歡慶228
大推蚵寮漁村小搖滾
----
電影 阿拉伯的勞倫斯
影集 john cena peacemaker",
EP181,黑的立可帶不就是麥克筆嗎！,"故事 時間的女兒  
「真相是時間的女兒 不是權威的女兒」 
時間會孵育出真相
「與怪物戰鬥的人應當小心自己不要成為怪物」「當你凝視著深淵 深淵凝視著你」
國防大鎖過兩天何ㄟ才知道講什麼意思
SCP 就是共同創作
想賣黑色立可帶
推薦 SCP173 SCP628 蜥蜴
",
EP182,沒關係你慢慢來,"登報啟事 道歉啟事
包莖 道歉啟事
後面放格子襯衫 就不會被說修圖
要知錯 不能瞎道歉
吵架戰場要選好 
承諾不能很重 
不爽會蔓延
為了看卡通 何ㄟ最唬爛的理由 約去板橋湯姆熊打 跟老葉說在路上了 老葉回說慢慢來 結果剛出門發現老葉在樓下等 
最長時間三個小時半",
EP183,806449,"誠倫何3人比較手機門號用多久 何A肖貪雙NP導致年資未滿20年
逞誠國小就用BB call 國二就拿手機
第一隻手機 誠小海豚 倫P7689
逞誠是鳳梨酥黑
大S再婚
手機費爆高 9000元 何爸的名下 嗆何爸不爽不要付
打給老師 嗆他現在過超好
國片 美國女孩
曾經羨慕鑰匙兒童 覺得酷
父母吵架
戲劇 你的孩子不是你的孩子 第一篇 貓的孩子
電影 心靈捕手
被摔爛 何ㄟ爆哭
過年很窮的照片
何ㄟ跟阿英聊去高雄開牛郎店 練習塞錢
小孩叛逆期
做節目卡關時 會聽 蛋堡 仇人的孩子
人在越深處的地方越像

博恩 有趣的演講 娛樂稅
逞誠推歌重複 - 品味到了盡頭",
EP184,世界，越快；心，則慢。,"看影片快轉 不如快轉 大於不如不看
爛漫畫 逃離伊甸園  爛到直接看結局  漂流教室加上lost檔案 但超爛
家倫不看海賊王了
醫療片 只要開刀 就可以快轉了 醫龍 派遣女醫 
喜歡怪醫豪斯 想知道誰要被靠北
實習醫生 重點就是愛恨情仇
絕命毒師要撐過兩季 老婆出來 jesse出來就快轉  華燈初上要撐過三集
泳裝回 變身 都可以快轉
台通的泳裝回 就是把原汁何ㄟ放出來 被鞭兩回
文戲武戲
冰與火之歌 爛到整個第八季不要看 
創作者的徬徨是看得出來的 第一神拳
第一神拳要活下去要加入卡牌要素 異世界轉生 運動醫學漫畫
如果要勸何ㄟ 收尾 就會直接讓他爆掉就好
你是最強的 真的會認為是急流嗎
不要追求急流勇退 太難達成
連推歌都重複 仇人的兒子
不如去看十一分鐘力王",
EP185,不要跟我比,"去中央大學演講 家倫 台大戲劇系校友演講 社會賢達勉勵大家 不管工作如何 好好的品味培養起來 眼光會越好
談 品味 
都問何ㄟ 你買這個幹嘛 這什麼爛東西  來得到一些品味回覆
承認不懂最酷
何ㄟ覺得裝個逼 不要嘰嘰歪歪的 很會ㄍㄟ笑
覺得別人品味差 不要說
起司理論 
不是對手不會怪在心頭  是對手才會怪在心上
何ㄟ國中發現自己有王者風範  被做一個取笑身高的PDF
張狗 的綽號由來 公狗  被好友取的 因為好友喜歡的學妹 喜歡家倫
倫被同學討厭的小故事EP144曾講過後半段
小時候被偷Ep.07 好像有頭緒了
跟我一樣矮 不一定會過得比我好",倫：Muddy Waters - Hoochie Coochie Man
EP186,看我七十二變 ft.官靖剛,"先報名再開始 先約口試再寫論文
猴王錦標賽 贏的拿音樂祭大港雙日票
三重天台戲院 
地下水 自來水 不懂煮自來水
官靖剛 媽媽覺得柯拉琪不錯
喜歡學董月花講話 回去老家才知道自己也是客家人
溫室裡的仙人掌
品味啟蒙導師 師大公園 官靖剛是敲門磚 最好相處
華衛音樂自救會 慶記KTV
中國youtuber農民工小戴
周小虫 豬本主義 「焢」音樂祭 https://www.ptt.cc/man/Glory/D906/DB0E/DFDB/M.1347810343.A.197.html

吃胖為了免兵疫
核心家庭 是台北的一種印象
同學在台北被說不像鄉下人
一堆台北人以自己像美國人為榮 
官靖剛會教國中同學打手槍
國外打手槍都用襪子  （好發於聖誕節期間？
勒索學弟 結果被報警 被爸爸踹
少年幫派 竹聯幫蔣家
野台開唱 envy
聽團 看表演就是一種放縱
現在的音樂祭 就是同一間包廂裡 有太多人不同的需求
大象體操 林宥嘉合作
可以出糾察隊臂章 優越感猴
雅香石頭火鍋 點了四千
批評可以 不要讓人爆掉
謝金燕 大港女神
卡莉怪妞",
EP187,在路上啦,"準時的人 約時間的小撇步 不要約整點 畸零的時間 奇數 或質數比偶數或5的倍數好
罐裝咖啡 罐咖
理由都說在路上
全勤獎
拾金不昧的獎狀 是用買的概念 自己出一百說撿到的
台北表演藝術中心看阮劇團 熱天酣眠 （仲夏夜之夢）
就直接搓掉  說不是太重要 以和為貴 卸責
放屁怎樣比較不會臭？邊拍邊走

開車約去板橋火車站 何發現是逞誠建議先去吃飯 
關門大力一點 被罵說出門玩不開心你就回家
家倫網咖等逞誠事件（EP106）
不要去配合李毅誠的時間 過自己的生活 不然會很氣
與其氣別人 有沒有想過好好運用時間充實自己 
倫：不生氣不是放過別人是放過自己
逞誠說何ㄟ生氣超可愛，小小一隻氣噗噗，家倫說他是台通吉娃娃",倫：張宇 - 趁早
EP188,菁英級難度,"被何ㄟ詐騙會不會很生氣
演電影角色最想要什麼角色 摳大姆指縫 捏大腿內側 心靈導師的角色
低學歷 同監獄夥伴  
何爸媽拿到iphone了  結果etag辦很久 因為車牌也記錯
不自律的何爸 陽台抽菸 偷抽菸 被罵 回診一定演有運動的人
反制方式是只關心何媽 不關心自己身體的人 不乖的孩子不關心   女人開擴音 只照顧自愛的人
刺青師朋友不幫別人刺臉  幫情侶刺名字  長瀨智也 濱崎步 刺A
喜歡新選組 刺誠 隊訓
官靖剛一直推薦國片「咒」很好看 
拼拼圖 誠婆愛拼拼圖 一個拼圖會拼三次 
何家沒買拼圖 最困難的方式只能拼一次 何ㄟ先把桌子貼滿膠帶
艾爾登法拼 家倫有天空之城的拼圖
netfilx 悲劇爆笑王 日本喜劇圈",何欸：M.C. Hammer - U Can't Touch This
EP189,腰馬合一,"威爾史密斯在奧斯卡打巴掌
何A用慢動作分析Will打人動作
（講支語高清視頻）",誠：齊秦- 夜夜夜夜
EP190,自愚愚人,"業配： galaxy S22+ 
何ㄟ國小愚人節被甩事件
國小女友後來跟男友一路交往到後來結婚
喬王練習卡農一周
家倫幫喬王告白扛鋼琴

何ㄟ推歌：蔡健雅沙灘（後來聽到回想起國小被甩的回憶，何ㄟ自傳指定電影配樂）",何欸：蔡健雅 - 沙灘
EP191,蟹膏、魚卵，有時還有海膽,"外省人有沒有在掃墓話題 韓璟文章
偉偉女兒幼稚園最近在跳江南 Style 認為現在跳江南 Style 不是城鄉差距 標新立異
家倫國民健康操  回憶起以前健康操改放庾澄慶山頂黑狗兄
家倫國中高中都有軍歌比賽
庾澄慶 蛋炒飯 情非得已 春泥
家倫超商遇到的阿姨聊禿子 禿子跟著月亮走那個 居然不知道韓國瑜只知道禿子（在韓國瑜被罷免前 新聞版面沒什麼新聞時 ）
態度奇差無比的超商店員 突然變很積極 態度匹變 
遇到不喜歡的服務 用同樣的態度回應 就不會不爽了
家倫有被聊天體質 大夜班店員聊離婚
何ㄟ怕祭祖 怕自己有敏感體質 祖先會特別愛他  家倫有店員敏感體質
家倫去漢堡王都喝 綠茶或zero可樂
南川麵館的老闆娘會跟家倫 何和偉偉聊天  可能誠是一星客人
蛇窩的里長 是做檜木的生意
之前便當店欠錢 朋友說拿去做愛心便當就好（逞誠肉體值錢嗎？
里長老婆在便當店初期很常買便當 因為他懶得煮
蛋堡ig 在壽司店聽到解釋 明太子 客人說他吃蛋奶素 可以吃
蛋奶素可以吃烏魚子？
誠婆媽媽 是吃他方便的素
手塚治虫 佛陀
蛋奶素套餐 蟹膏 蟹黃 海膽 魚卵 
再送家倫 一句話 化干戈為玉帛
長期通眾怒 罐咖  
何就是販賣恐懼跟愚蠢   支語沒被剪掉 因為助理覺得有教育意味",誠：張惠妹 - 不要騙我
EP192,在玩啦,"ROY媽媽做的手工皂
想要有自己的工作庫房 做木工用
如果有庾澄慶 伊能靜 拼圖 價值不斐
電視播許富凱商演 演唱現場 YMCA 許富凱日文歌  man
ep134 提過買聖鬥士星矢 家倫組能力強
摺紙 摺尤達大師
小孩玩具 年齡區分 玩具要適合他的年齡
逞誠大學時玩殺手太過「認真」把好友女友氣哭",倫：閃靈x珂拉琪 - 合掌
EP193,"不想一個人但未必是你 ft.陳珊妮
","小磨坊新版本
陳珊妮專訪
人一直都是痛苦的
找到更好的自己
朋友還是要互相成長才會繼續來往
逞誠很怕自己成為會瘋狂批評年輕人的老人 遇到會認為這沒救了
陳珊妮不會批評別人品味不好 
因為沒什麼朋友  所以可以寫歌跟大家討論 （濁水溪小柯 在馬世芳節目說 對這個社會沒有想說的事情了 所以解散濁水溪公社）
家倫推sm喜劇漫畫  奈奈與薰的SM日記
他人即地獄 沙特
不要亂寫別人維基百科 工作人員要改太麻煩了
陳珊妮跟小柯合唱 冬季不倫戀歌之只在陌生人",
EP194,"不必用口, 用心去答","樂天銀行1.25%活存利率讓家倫忍不住去開戶
今天出外景在逞誠家客廳錄音
家倫高中老師疑似在辦公室打手槍
台通三人模擬公關公司如何破除謠言
何A：用全校廣播自清
家倫：官方聲明只能用在與自身職務有關的事情上
逞誠腳很臭 臭襪子臭到大學同學以為房間有死
逞誠：冷處理 並且用事實破除 把這件事變得沒有討論空間
倫問：在工作場合自慰是否可被接受？
誠問：尻槍與拉偏屎哪個需要道歉？
逞誠在上鋪打手槍的往事
第一部符合勞基法的電影
超商店員轉換跑道 -> 換到附近的另一間超商
轉換跑道新解 換了行業別應該算是換體育項目",
EP195,一分錢一分貨,"呱吉 YT 跟陌生女子約會
跟陌生女子約會=聯誼
逞誠想到抽鑰匙就想到奶貼背
何A高中跟景女聯誼的經驗
十對十團戰 何A抽到數三的
之後數一約何A參加校慶 直接砸鍋
數三的不敢跟何A對到眼 回家搭公車才發現眼睛有眼屎

逞誠之前聯誼遇到對方女生眼睛有眼屎 因為不是主揪所以不敢講
家倫之前約女生喝酒 被評外型實在不行（誠：從小到大從沒被評過外型可以）
結果是因為鼻毛一直露出來
逞誠如果褲子滴到尿 會用水潑滿褲子胯下 藏樹於林
逞誠: 看到路人買盜版T-shirt要不要提醒

何A槓桿小物心態: 好事會發生
何A買Bose音響的故事（這個故事其實沒講過）

何A買高仿現貨Chaco涼鞋 原價2300 買1600
家倫兇鞋論 前物主跌斷腿 無血跡 鞋帶已更換
逞誠 二手女用鞋 “用”字是多餘的
家倫 如果賣家品項雜亂到很誇張就不敢買 阿倫小舖
逞誠會看二手賣家之前買的東西跟他賣的東西風格是否相符

涼鞋的盒裝與吊牌都很真 穿上去發現橡膠底太硬
結果就丟了 去下訂正版貨 生氣是因為高仿貨太貴了

逞誠買二手帽T 查日拍價格說服自己那是真貨
何A買耳溫槍買到快樂錶 怎麼量都是35度
何A交手過的賣家很多都被停權
家倫: 急就要加價
家倫認為真貨價格再怎麼高都不會被騙到錢
“知道自己為什麼買貴”很重要
也要想”為什麼會這麼便宜”

何A最近自己改裝天花板
何A一直覺得大量製造的東西有可能會有很便宜的價格 但要人工的東西不會

家倫用Receiptify測出自己最常聽的是一首動力火車的歌
動力火車=時光膠囊系歌手",
EP196,你別野外求生啦,"逞誠棄用免費版SPOTIFY 八軌大錄音帶廣告 改用KKBOX 家庭方案
何A有收集平台癖
居隔10天 把50音背完
逞誠高中畢業跟爸爸走車 想要背50音 
考上中央大學 一直被誤認為中央警察大學
逞誠對""中央等於中大""感到不齒
中央大學官網 一頁式廣告

iPhone更新可以用口罩解鎖 需要往下看
是為了確認是活人
蝦皮聊天偷情 轉帳附言偷情法
戴口罩好處 可以眼笑口不笑
喜歡玩SM的可以戴口球上街
家倫推薦 奈奈與薰的SM日記 沒有色情成分
SM是信任 安全詞 別野
SM處理繩子超麻煩 不是施虐是服從 被支配 娛樂
戴口球怎麼講安全詞
何A害怕被支配 適合當M
奈奈玩SM時腦袋空白 追求安全
做SM道具的聽眾 皮手銬 項圈
愛愛沒有保險套會變成吃泡麵
格雷的五十道陰影 雖不專業但可以入門SM
「SM是追求安全的危險」

誠跟何是SM關係
愛愛指揮中心 情境套用 

裸體高裝檢 何A是被檢的 逞誠是指揮官
倫推薦另一部 凹凸遊戲
誠跟倫認為何A一定是純M

日本有SM俱樂部 顧客扮演嬰兒 要有多大的信任感

家倫SM的啟發 看到用手磨腳磨到射的影片
敏感帶轉移 幫打槍時邊磨腳
獵人 淘氣愛神 啟發家倫SM興趣
龜甲縛 台大有SM社團
自己玩SM 自縛 定時鎖 鑰匙冰在冰塊裡
一定要準備好脫困的方法
逞誠會跟太太討論性行為話題
有期待答案的問題 算命時不要問
逞誠助理不想去算命 算了如果是真的會很恐怖
何A都會問有期待答案的問題

可以一直loop的歌 Daft Punk - Something About Us
類比 The XX - Intro 
YouTube有重複24小時的版本
the xx- intro (seamless edit)",
EP197,我算是個英文還行的人,"生日派對用的 吹龍 吹捲 對翻譯不爽 哈姆雷特 王子復仇記
莎士比亞獸轉 獅子王 修道院翻成尼姑庵 出戲就會覺得難看 
海賊王 薇薇公主 miss 星期三翻成miss溫絲蕾 
神臂 基斯紅翻成基斯磊德 鏈鋸人 電次 淀治  
翻成當地人看的懂 漢化組看多可以接受附註 喜劇類型 
旁白 漂浪人生 不會出戲
翻譯中國作品 專有名詞翻成台灣用語 類外文 微外文 軟外文 軟譯 
軟性封城 批柯 
類火車 批交通部 在接駁車上賣台鐵便當就可以
名詞的詮釋權 正統性很重要 魔力小馬（潮與虎）陳馬 
媽的多重宇宙 王安石 不普遍 出戲 要花時間理解 武媚娘 地圖砲 名字翻的很好
賞你兩粒大奶寶 
伍佰音樂劇 看彩排 頂尖創作者很單純 都不會吃虧 很有生命力 對他沒有疑惑 
",
EP198,拖稿十七年 ft. Maso、PP,"幕後工作者 Maso PP
Flash 神影無蹤廖添丁 橫向捲軸遊戲 Maso作者
（皮卡丘打排球）（推酒杯）
PP 程式 做踩地雷 （加勒比海盜）（貪食蛇PK版）（推幣機）
Maso 的17歲 沒有mp3的年代 和邱威傑一樣 （軒轅劍2）（塞魯死了嗎）電機科 （勇者鬥惡龍）
誠有做遊戲的念頭 unity 中國視頻 YT遊戲製作
倫也有遊戲夢 RPG製作大師 （聖劍傳說）
夢想 漫畫家 （浦飯幽助）
廖添丁可做戀愛遊戲 先性轉
（還願） 每個想法都是黃金 也有可能是大便
大作 （隻狼） （艾爾登法環）（金庸群俠傳）
廖添丁累積17年的精華 比倫單身的時間還長
神主牌太大張 兩年半 8.7個人 可玩5-8個小時
跳繩遊戲 跳跳金小胖 推廣跟消費 差別在有收穫 
時間跟成本不夠 不是想水
廖添丁介紹日本殖民時期的文化 
消費者看完去批評 才有意義 
博弈遊戲不是創作 是數學
手遊都不推 只推supercell 可以玩20年的遊戲
",
EP199,支配冷漠多疑心," 土城 清和里  孝子捐肝圖 彩繪

星際大戰 5/4 May the fourth be with yo
哈庫那馬他他 何 沒在看迪士尼動畫
眼屎 牙垢 爆痘 立領polo酷過頭
高中理化 張家倫黑馬
社交負面人格
誠 支配很高 算計0 （算計出來的）誇張略高
倫 冷漠100 算計第二高 敷衍的
何 誇張70 支配高 偏執84 算計15 多疑46 樂觀的多疑
測驗要做A B帳
空白30秒 偷水 （觀眾提醒有把音檔改好了）
整理記憶
迪士尼最色獅子王 全裸 聊色 羅賓漢有穿衣服的動物 看動物星球會勃起
歐美是做大人維持童心 日本做小孩趕快長大
何 女友不要叫媽 互當陌生人就好 不然會把好姻緣弄壞 可以不用同桌吃飯 
阿公釣魚 吳郭魚 （在臭的樂觀說法 考驗）
誠沒有記老婆的手機號碼 
抱抱是最好的禮物 要錢不會自己去賺
愛與和平 瞭解人家 就不會去怨恨人家
綾瀨遙代言的化妝品 
不要只送手作卡片 
多包2000 競爭心態 


負面人格測 反社會人格測驗- 社交負面人格測試
何女友回何家不用打招呼 裝不認識就好 平時冷漠 偶爾示好反而會比較開心
何的爺爺很愛釣魚 何媽常會被要求殺魚
某個大學採訪給的伴手禮 是太和殿麻辣鍋湯底 （學校門口出來離馬辣很近的那間）
何媽開始很喜歡要東西連肥皂都會要 也要肥皂
提醒母親節不要送廚具、打掃用品 這已經是主流",
EP200,皮卡丘路邊多得是,"何a酸葡萄心態 不敢公開發言很怕被發現 但心中充滿不屑、喜歡直線路線
皮卡丘故事退燒 趁200集揭曉、小時候夜市常賣的棉質圖案衣褲
小何國一穿去跟補習班同學約會 女生很多人追、女生打電話約出去玩、穿皮卡丘套裝打籃球
200集小祕密：何a視力很好 1.5 喜歡看別人家電視在看什麼
小何太興奮ㄅㄑ 查克拉瞬間聚集、誠-如果捷運上都是人 但是旁邊兩邊都沒坐人會懷疑是不是自己勃起
國中生風吹草動就勃起 誠國中同學叫誠看他勃起 ㄉㄨㄞㄉㄨㄞ樂趣的玩法、倫同學是練習頂桌子
勃起事件後不敢面對補習班女同學 生日邀約也不去 晚上接到對方電話說謝謝何a送的禮物 何a根本沒送但硬回話、幾天後女方再打電話來質問為什麼騙人 何a:想讓你開心 所以你知道是誰送的嗎 女生說知道 送的人在她旁邊、何a最後跟對方說祝你幸福、真的送禮人本人怕送的禮物不好只好謊稱是何a 相當陰險
自此之後相當注重是否勃起 小何發明「壓槍」可以不動聲色的壓雞雞---何式禮儀 先注意雞雞有沒有勃起
製造威而鋼的小鎮 空氣中依舊充分其成分
誠喜歡裸睡/下空 小時候是爸爸叫起床 會檢查晨勃",
EP201,珍惜水資源,"何ㄟ晚上十點多裝修天花板很吵
家倫冷氣室外機風扇噪音 馬上就找人來修 
二樓冷氣會噴冰塊 逞誠小時候吃過冷氣噴的冰塊
冷氣噴水出來 學yter多米多羅  搞笑節目 噴到臉 整自己大成功
何會自己洗冷氣 買工具組 想斜槓洗冷氣
鰭片被水柱噴到歪掉 整鰭器
找師傅裝分離式冷氣 窗型冷氣的洞要自己封起來
冷氣出風口有異味
何熬夜口氣臭 買韋恩咖啡加飲冰室茶集 故意臭別人
變頻冷氣一級能耗 吹一天29塊
逞誠省一塊是賺一塊 要求老婆尿完不要馬上沖水 省一次水費
何會累積三四次再一起沖 被女友罵
跟何家裡廁所都會存一桶水 怕突然停水
除濕機的水端午節拿去曬太陽 變午時水
逞誠喝過除濕機的水 覺得與一般水無異
洗完澡坐在除濕機面前 自體循環
何買便利商店咖啡 會把杯架收集起來還給店家
家倫塑膠袋會重複使用 摺平整
衣服全新 揉皺後減價20也不買
貨架上有凹陷的產品 會跳過
溫熱的座墊 寧願跳過 或先拍再坐
家倫不會買 皺皺的熱狗 資深茶葉蛋
汽水機 雪碧那格有一個小拉桿 可以出氣泡水
高級餐廳如果有礦泉水跟氣泡水 逞誠一定選氣泡水
5/11是國際沈文程日",
EP202,春困秋乏夏打盹,"家倫會追多米多羅更新
家倫睡午覺 一次都睡很長 懷疑自己有病 嗤嗤蠅 嗜睡症 只是沒壓力睡得很舒服
何ㄟ大學時期睡覺跟死掉一樣 宿營跟一群學妹出去玩 趴著睡覺被誇獎 沒發酒瘋 心裡面正爽時 放屁超大聲
家倫解除貪睡模式要解決十題數學 結果在睡夢中解完了 
逞誠測試低敏兒 翻開女兒睡覺時的眼睛 這款父親 還塞老婆鼻孔 現在還不知道 現在沒在聽台通
逞誠喜歡弄得老婆很毛躁
何ㄟ睡覺時親女友 被爆罵一頓
托嬰中心因為疫情停課  發現在家照顧小孩真的會跟何ㄟ一樣用 嗯～嘿～ 去管小孩
討厭家長說 再吵叫警察來抓你 何ㄟ會學警車的聲音來警告
何ㄟ三歲的姪子過很爽 何ㄟ跟他玩超商遊戲 請他要有超商店員上班的姿態
跟何媽講話有點大聲時 被以為是在吵架 何ㄟ堂堂一介大人 跟他說大人在講話你出去！ 大人回來了禮貌拿出來
何爸確診 弟弟太太也確診 最近解除隔離了 （何爸有一隻盜版的勞力士
何爸母親節本來要一起吃飯 被痛斥
寶寶員工最近在學校被園長發現會打其他小孩 在家會啃桌腳 逞誠覺得一定會打其他小孩
歐陽靖小孩會躺地上  被網友批評
《二十五，二十一》2521韓劇
會只用打的方式來執教 就是不想思考 
如果確診 考慮用discord錄音
勘誤除濕機的水不能喝
nokia的主題曲
家倫家裡的情緒都不知道宣洩到哪裡  可能像林肯的信 寫完就收起來了
都卜勒效應說成克卜勒",
EP203,聞香下馬來," 威滅的廣告劇寫得很好
何ㄟ女友因為何打翻維力炸醬麵筆電有螞蟻 （現在還是買乾的維力炸醬麵 做成湯的來吃
貴智分享 咖啡下面的盤子 之前是拿來啜飲的
面對何ㄟ打翻泡麵遭到女友冷暴力 筆電已經成為泡麵機
家倫之前有一台奶茶機 舞鶴奶茶真的很甜
認真唸書上台大 理論上可行
整鰭器 鰭片刷 水電師傅表示是外行在用的 
電影 私法爭鋒   發現功能 可以按已經看過這個電影 
電影 接觸未來 
吳斐莉 代言 new balance 鞋子  家倫很想買
以前覺得很好看 現在看 普通 電影 阿凡達 漫畫夢幻遊戲
有點怕被懷疑品味 大推 來分類
重看第一名 star trek 2009那部電影版 家倫最推 可能有20次
私下聚會 再說一次小何故事 朋友還是笑爆 
網頁瀏覽器 分類很難
呼籲 不要貼仇恨標籤在別人身上 不要被情緒帶動 台裔醫師在教會擋子彈 
有些人會開始釣魚 勾動你心中負面的情緒 （勾惡？）",
EP204,一定是大拇指,"如果樂天銀行的優惠不知道買什麼 何推不要買 誠推買情趣用品 倫 改善生活的東西 吸頂燈 panasonic風扇
網路流行文 大家所不知道的point   台通的point 是三位都是長子 覺得是自吹自擂大賽
何ㄟ上過光纖熔接的研習  不是證照
何 誠 有被Ted邀請過 演講當講師  Ted x NCU 中央大學
家倫曾經去法鼓山營隊 差點有皈依法號
36:20 附中朋友圈群組 每個禮拜都會問有沒有局 原本以為是附中感情特別好 結果是大家交友都有問題
澎湖拇指麵
信任遊戲 往後倒 會有人接住
綠島羊肉爐事件 ",
EP205,是不是有人在臭啊 ft.賀瓏,"很多紀錄片 努力也找不到 有錢也看不到
有朋友看 青春電幻物語 去刺青  但因為何推到讓誠不想看 
若確診 就是白冰冰變成 自冰冰  
薩黑 不推算黑  取消文化
誠喜歡閒聊七人眾 閒聊007
康輔社算是比較前面的人
書卷哥 卷一 卷二 卷三哥
倫媽會切水果 倫會不爽 （倫說是感恩 媽媽會聽）
賀瓏會參考媽媽的意見穿搭  媽寶
如果有人用台通不是不好聽 是因為李毅誠沒用台語講  這種護航太爛",
